Google Documents,理財幫手AndroMoney,2026/09/17,,,,,,,,,,,,
Id,幣別,金額,分類,子分類,日期,付款(轉出),收款(轉入),備註,Periodic,專案,商家(公司),uid,時間,status
219,TWD,1500,稅務捐款,慈善捐款,20220603,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20220603,,0
220,TWD,2950,服飾美容,鞋子,20220603,信用卡,,,,富邦,,fd907b7595174df18b6b323f7afb2506,2051,
221,TWD,1954,休閒娛樂,露營用品,20220603,信用卡,,,,富邦,,4869a8b706144205a743c323be0fcecd,2051,
222,TWD,2307,休閒娛樂,旅行遊玩,20220604,信用卡,,,,富邦,,15ad8f1e41d54387a0bb6b12b65c836a,1633,
223,TWD,2271,餐飲食品,點心零嘴,20220604,信用卡,,,,富邦,,b00f580e1da64f11a8a4645d053d4154,1928,
224,TWD,1740,服飾美容,上衣,20220604,信用卡,,,,富邦,,a76cfcae55db426b99e40d1f601a3bd0,2039,
225,TWD,1257,服飾美容,上衣,20220605,信用卡,,,,富邦,,3d9e25780b6748e488f14dd47e38ff40,1049,
226,TWD,68000,餐飲食品,Wife,20220605,現金,,,,,,0f07b6f5a682401593e8f08c4aceba9b,1050,
227,TWD,1027,餐飲食品,晚餐,20220605,信用卡,,,,富邦,,c604b3c9a5de4ca09135417f7ead2235,1916,
228,TWD,1000,稅務捐款,慈善捐款,20220606,信用卡,,,,富邦,,1772bba2562d4d0b9e0097f001881bd8,1000,
229,TWD,20000,餐飲食品,cash,20220611,現金,,,,,,283e550549684f5abc1e807182d7b777,1514,
230,TWD,3168,餐飲食品,午餐,20220611,信用卡,,,,永豐,,4ffc91873cc248ab928683445d3b2833,1717,
231,TWD,2971,餐飲食品,食材,20220612,信用卡,,,,Costco,,b9cd9fce94ac4f4ea65a6aefaeec6e7c,2041,
232,TWD,1500,稅務捐款,慈善捐款,20220616,信用卡,,,,富邦,,fbe93e2c8e844b3783707284c80dd288,1210,
233,TWD,1700,餐飲食品,晚餐,20220617,信用卡,,,,永豐,,5dd309127bd44c59801662f19664de48,2102,
234,TWD,2506,餐飲食品,食材,20220619,信用卡,,,,永豐,,ffb295d1f711451697bf1cc2748729f4,2357,
235,TWD,798,服飾美容,上衣,20220619,信用卡,,,,永豐,,04fde5c72384499f942ff0a4aebb25b7,2358,
236,TWD,2000,稅務捐款,慈善捐款,20220620,信用卡,,,,富邦,,31fed3a270cd40339dcb68a979c86170,942,
237,TWD,1505,汽機車,油錢,20220621,信用卡,,,,永豐,,15e02822cdc44b0188c3cb4411cce41a,2308,
238,TWD,11628,休閒娛樂,旅行遊玩,20220623,信用卡,,,,永豐,,a63d07d8e7f34e48a47c8cab3c6a6100,1858,
239,TWD,1200,休閒娛樂,旅行遊玩,20220625,信用卡,,,,永豐,,21e7284f70a24e62a6a8133388267886,726,
240,TWD,10000,餐飲食品,cash,20220625,現金,,,,,,9e1cadf826e94cd6bc95ae384140e537,812,
241,TWD,2553,教育學習,書,20220629,信用卡,,,,永豐,,5762551a0abd421e85f381d099a54705,2127,
242,TWD,1204110,稅務捐款,綜所稅,20220630,信用卡,,,,永豐,,c39fd0ec1aac4db6a4365dfa2c1e73ff,2249,
243,TWD,11300,餐飲食品,cash,20220701,現金,,,,,,43cff7ebe89e4d17a1f2fa960f029e85,1327,
244,TWD,1680,餐飲食品,晚餐,20220701,信用卡,,,,永豐,,4d7c4d387d6741acab4a8c1f3b24ce8a,2141,
245,TWD,1500,稅務捐款,慈善捐款,20220702,信用卡,,,,富邦,,e34ac7a0ecbe481aaace8bc8cad57f2d,724,
246,TWD,1500,稅務捐款,慈善捐款,20220703,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20220703,,0
247,TWD,1825,汽機車,油錢,20220704,信用卡,,,,永豐,,3215eaea2b584667a4b0505fca9a6908,733,
248,TWD,68000,餐飲食品,Wife,20220704,現金,,,,,,069c856abadd47e5a36b2ab632638b75,2303,
249,TWD,72000,教育學習,補習費,20220704,現金,,,,,,455cc5cd5511404080a6d501d4aa6c02,2303,
250,TWD,11604,居家生活,管理費,20220704,現金,,,,,,bf00bdc837534e178a1d17cdc105b396,2303,
251,TWD,1000,稅務捐款,慈善捐款,20220705,信用卡,,,,富邦,,7dee84a615ee49509006eff904418552,1019,
252,TWD,5203,餐飲食品,食材,20220709,信用卡,,,,Costco,,f86119b044fa4011abe234767605be6e,1723,
253,TWD,2134,休閒娛樂,露營用品,20220709,信用卡,,,,永豐,,8be1715ff0084be182d6b22f1f853c55,1723,
254,TWD,2059,餐飲食品,晚餐,20220715,信用卡,,,,永豐,,bd63ed2ad1cd47efb41d41fdeb3c2c93,1951,
255,TWD,1500,稅務捐款,慈善捐款,20220716,信用卡,,,,富邦,,dc66845364174bbe9ddca375246b96d1,745,
256,TWD,10000,餐飲食品,cash,20220716,現金,,,,,,eb4974fb584f4820bde88edb290b3252,2108,
257,TWD,1925,餐飲食品,午餐,20220717,信用卡,,,,永豐,,6f6a63f63c8c44428ce1f85014d7b4bc,831,
258,TWD,2514,餐飲食品,晚餐,20220717,信用卡,,"
",,永豐,,22ca3bea9f3f46478de211e5eeb9ac4b,1909,
259,TWD,4908,居家生活,電費,20220720,信用卡,,,,玉山,,bba5ea5890184ceb9d85626b36bd3442,2251,
260,TWD,1667,餐飲食品,午餐,20220723,信用卡,,,,永豐,,ee321258436f4da9a390b3b08e98a3a2,2028,
261,TWD,2499,休閒娛樂,旅行遊玩,20220724,信用卡,,,,永豐,,dc13b755cc794fd59de0bd315ea2053f,1056,
262,TWD,1249,餐飲食品,午餐,20220724,信用卡,,,,永豐,,c938cdbff54c49f08851ddf59537e254,1403,
263,TWD,2095,服飾美容,配件,20220724,信用卡,,,,玉山,,14e7ebf4c98941a7997966b35b9a2d16,1407,
264,TWD,1093,餐飲食品,晚餐,20220724,信用卡,,,,永豐,,f4f22ed009444e80a2a70ecb9a131179,1834,
265,TWD,100000,餐飲食品,Wife,20220725,現金,,,,,,ca3af1c2137b41f58ec7db00a2e46293,830,
266,TWD,900,餐飲食品,食材,20220730,信用卡,,,,永豐,,148f028efdb742faa188c7561616639f,1733,
267,TWD,1556,汽機車,油錢,20220730,信用卡,,,,永豐,,c37b1f012beb454692d5f8ecc9e599d0,1733,
268,TWD,100000,餐飲食品,cash,20220802,現金,,,,,,4a3cad0a3fee4b80a0191ed7959c5fa5,1,
269,TWD,1500,稅務捐款,慈善捐款,20220802,信用卡,,,,富邦,,e5cb4b2972944dce9d37324790371108,931,
270,TWD,1500,稅務捐款,慈善捐款,20220803,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20220803,,0
271,TWD,1500,稅務捐款,慈善捐款,20220805,信用卡,,,,富邦,,27496e19a6bf400f929d388a78f18cf8,1222,
272,TWD,8050,休閒娛樂,旅行遊玩,20220806,信用卡,,,,永豐,,69edd331134a48ce86ec2e48e4b2742c,751,
273,TWD,5000,餐飲食品,cash,20220806,現金,,,,,,26f1637c85f54fd2b243e99dfefb12e1,1942,
274,TWD,1456,汽機車,油錢,20220813,信用卡,,,,永豐,,f0b5bd75fc3447cf97d1ed87f69546f8,1240,
275,TWD,20000,餐飲食品,cash,20220813,現金,,,,,,6f034156281443ccb84adc9182f9f8de,2032,
276,TWD,2800,休閒娛樂,旅行遊玩,20220814,信用卡,,,,永豐,,3003e11bf62c4b19988c123855caa9f1,1551,
277,TWD,1575,餐飲食品,晚餐,20220814,信用卡,,,,永豐,,a2d62aa46e7c41eca29c61117b9ff5bb,1827,
278,TWD,1500,稅務捐款,慈善捐款,20220816,信用卡,,,,富邦,,72006dbac44b48a6be943ae960bc2211,728,
279,TWD,1302,汽機車,油錢,20220817,信用卡,,,,永豐,,97f1e6db20ab432e9c7916db5767cf9f,1640,
280,TWD,20000,餐飲食品,cash,20220818,現金,,,,,,81cda1b3ab354027a3af96a328a434e7,1928,
281,TWD,2000,稅務捐款,慈善捐款,20220819,信用卡,,,,富邦,,197076487db84adc96e68ea363f4ac8e,1108,
282,TWD,5000,餐飲食品,cash,20220819,現金,,,,,,1fe95a3dd041477baf42168c6094f1ed,1736,
283,TWD,2633,餐飲食品,食材,20220827,信用卡,,,,Costco,,fd124725a22e4a6d9e926ec07e41e488,2135,
284,TWD,1004,餐飲食品,食材,20220828,信用卡,,,,永豐,,fb08b6307b1f48d591a6c3656ddd10bd,1958,
285,TWD,1461,汽機車,油錢,20220828,信用卡,,,,永豐,,8d25da3408cf411fae8bb45fcccf0f5a,1959,
286,TWD,100000,餐飲食品,Wife,20220901,現金,,,,,,77da486124b54f96add914b747d915fe,2345,
287,TWD,1500,稅務捐款,慈善捐款,20220902,信用卡,,,,富邦,,c3ecc53d4ce043e9b6f8da1fd1cbcdd3,848,
288,TWD,1500,稅務捐款,慈善捐款,20220903,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20220903,,0
289,TWD,2399,居家生活,家電用品,20220903,信用卡,,,,Costco,,75d99fd9b424420a8575f47c2813f004,1144,
290,TWD,3330,休閒娛樂,旅行遊玩,20220903,信用卡,,,,永豐,,090608b60ec74b0fa4cfe5d2035b43a1,1619,
291,TWD,1114,圖書刊物,書籍,20220903,信用卡,,,,永豐,,2b1c0456189c415788f7e9140540251f,1707,
292,TWD,5000,餐飲食品,cash,20220903,現金,,,,,,205e72e57e1b49f196516391166b1c13,1737,
293,TWD,3000,服飾美容,上衣,20220903,信用卡,,,,永豐,,2c70f495a9e440e3a1dafe41e63c9e89,1802,
294,TWD,1685,餐飲食品,晚餐,20220903,信用卡,,,,永豐,,dea02c6471e14e129a2683824dd1dfd6,1910,
295,TWD,1000,稅務捐款,慈善捐款,20220905,信用卡,,,,富邦,,946ff0ce226547aea66de1852255a61d,1047,
296,TWD,5177,餐飲食品,食材,20220907,信用卡,,,,Costco,,3e501117d94143eb8d0f1c92e4e95d8f,2118,
297,TWD,1324,汽機車,油錢,20220909,信用卡,,,,永豐,,9093e159b90b4fa69296e68eefb5055f,1134,
298,TWD,2241,服飾美容,上衣,20220910,信用卡,,,,永豐,,4e2edd894daf46dda02543724662aa02,1657,
299,TWD,5233,服飾美容,上衣,20220910,信用卡,,,,永豐,,ebbfc371f681412e9c3d606e1b67d225,1657,
300,TWD,1606,餐飲食品,晚餐,20220910,信用卡,,,,永豐,,01c03b6f9db7479cb3da6c353fab0c23,1844,
301,TWD,10000,稅務捐款,慈善捐款,20220915,信用卡,,,,永豐,,b3bb0d06051c4d299f3c59dd63eadc41,2258,
302,TWD,1500,稅務捐款,慈善捐款,20220916,信用卡,,,,富邦,,56402f1cd2fb4aa4a6e9998606bc6693,716,
303,TWD,1665,餐飲食品,食材,20220917,信用卡,,,,永豐,,d5c1f114d89f408ea60c099d202106fb,1736,
304,TWD,5000,餐飲食品,cash,20220917,現金,,,,,,c785f0d9971048ea865e663a98825995,1852,
305,TWD,2684,餐飲食品,晚餐,20220918,信用卡,,,,永豐,,8a226f516762429fbcd0342cb7071ff5,1915,
306,TWD,2000,稅務捐款,慈善捐款,20220920,信用卡,,,,富邦,,ceb36c5e463a42fa9d20358a9f8299da,1011,
307,TWD,20000,教育學習,學雜費,20220921,現金,,,,,,c0e37d91d9a842709ae59af2e1a7bd22,22,
308,TWD,6171,居家生活,電費,20220921,信用卡,,,,玉山,,eeec1922c6574c849238b51c8f84de5c,2143,
309,TWD,1901,餐飲食品,晚餐,20220923,信用卡,,,,玉山,,1ba187bea19f48db9154bdf942a4272f,2111,
310,TWD,1022,圖書刊物,書籍,20220929,信用卡,,,,永豐,,625e0bf084e1464aa54a0d57386f4eae,714,
311,TWD,1500,稅務捐款,慈善捐款,20221003,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20221003,1704,0
312,TWD,100000,餐飲食品,Wife,20221002,現金,,,,,,46fe0b8bc15b4e60bf40a2da4cd31c93,2228,
313,TWD,14004,汽機車,保險與稅捐,20221003,信用卡,,,,永豐,,3b28ef320e224e1e81ade7f4df030f26,1551,
314,TWD,433,居家生活,水費,20221005,信用卡,,,,玉山,,ced0e9f7ce4046549d903485c2960ea5,806,
315,TWD,1000,稅務捐款,慈善捐款,20221005,信用卡,,,,富邦,,bcebd9123d434995b00effff921ed444,1206,
316,TWD,12367,汽機車,維修保養,20221005,信用卡,,,,永豐,,0039f87183ad42ad85e4b973428884e7,1950,
317,TWD,1770,圖書刊物,書籍,20221005,信用卡,,,,永豐,,d4500acf4340466db9595b5636abf7f3,2110,
318,TWD,20000,餐飲食品,cash,20221008,現金,,,,,,076d9d81bb5148afae3de5d7e7f2bf82,1106,
319,TWD,589,餐飲食品,午餐,20221009,信用卡,,,,永豐,,eb795def637f4b3297d4752c38474eb1,1537,
320,TWD,1509,汽機車,油錢,20221009,信用卡,,,,永豐,,4bfc25d00a624d7d98dda4a4bf853658,1537,
321,TWD,1135,餐飲食品,晚餐,20221009,信用卡,,,,永豐,,bbcc427d1ff94b629dd22b2099e48ddf,1954,
322,TWD,7274,居家生活,傢俱,20221009,信用卡,,,,永豐,,2cc2baeb957f48ffafa518bb5d45aa0f,2053,
323,TWD,998,服飾美容,配件,20221010,信用卡,,,,永豐,,c26879123c7346deb249558c27088a5d,1757,
324,TWD,23000,服飾美容,眼鏡,20221010,信用卡,,,,永豐,,724185b18867459aa22225a5b2d083f7,2047,
325,TWD,500000,醫療保健,保險,20221013,現金,,,,,,807b3e4ab9b94fdeb0029b37313b0067,1220,
326,TWD,1595,餐飲食品,午餐,20221015,信用卡,,,,永豐,,b30362a7b4e14fcb9a351d8f4eca3f77,1518,
327,TWD,992,餐飲食品,食材,20221015,信用卡,,,,永豐,,30cb2f34c6974ad4a676f06c537a8978,1538,
328,TWD,490,服飾美容,配件,20221015,信用卡,,,,永豐,,8dfb2f97a5ab4c3d97871dab7bdf0295,1633,
329,TWD,6518,餐飲食品,食材,20221016,信用卡,,,,Costco,,2a7d234292694eb683f0f159ae45b537,1233,
330,TWD,4558,餐飲食品,食材,20221016,信用卡,,,,Costco,,76a60e4dcc1e4ff5969e7c37dbaaedaf,1525,
331,TWD,1500,稅務捐款,慈善捐款,20221016,信用卡,,,,富邦,,89d311a748d94269b27103c5dae22e59,1835,
332,TWD,66533,休閒娛樂,旅行遊玩,20221016,信用卡,,星宇航空,,永豐,,058d20f7e288478894bc50b22f41342f,1838,
333,TWD,1231,休閒娛樂,旅行遊玩,20221017,信用卡,,,,永豐,,289f083242794a1092a8948e599bb4e5,2234,
334,TWD,7680,汽機車,燃料費,20221017,現金,,,,,,2fd01ba0e11f4193b15dd826b1332fb0,2234,
335,TWD,11104,居家生活,管理費,20221017,現金,,,,,,6f9af053297c4b13be080253448e9717,2236,
336,TWD,20000,餐飲食品,cash,20221017,現金,,,,,,23f05da05d974076b47c2468ee45dea7,2256,
337,TWD,2000,稅務捐款,慈善捐款,20221020,信用卡,,,,富邦,,4edc15d17d0f40f7b67ef4fba8b3e45c,1344,
338,TWD,1666,餐飲食品,食材,20221021,信用卡,,,,永豐,,30bb8c79366e4662b0f9b2515e10b1ee,1404,
339,TWD,3500,服飾美容,配件,20221022,信用卡,,,,富邦,,0517baed8e804884baed054ea04037b2,1050,
340,TWD,1627,餐飲食品,午餐,20221023,信用卡,,,,永豐,,dfdce2501dfd45acaf0286af89bcefa6,1407,
341,TWD,1387,餐飲食品,食材,20221023,信用卡,,,,永豐,,c9bdba599a8f46b0bb123d18f128f249,1512,
342,TWD,1288,休閒娛樂,旅行遊玩,20221025,信用卡,,星宇航空,,永豐,,e355d154fa8b43e3bd637537e6888eff,1727,
343,TWD,2515,餐飲食品,晚餐,20221028,信用卡,,,,永豐,,9f4e1033b6134ff99665f4cc37a36c8a,2029,
344,TWD,10000,餐飲食品,cash,20221028,現金,,,,,,9a1c8fd5b75e4c9f909cdb2ed24c28ef,2029,
345,TWD,1245,餐飲食品,食材,20221028,信用卡,,,,富邦,,f24981f712d04ce983d50a30727689c0,2146,
346,TWD,1645,餐飲食品,晚餐,20221030,信用卡,,,,永豐,,8af93f4c6c1040968024ea37373c16b4,1923,
347,TWD,3240,休閒娛樂,旅行遊玩,20221101,信用卡,,,,永豐,,a5d0b2575aad431e9f6a0294e45ed14e,1520,
348,TWD,1500,稅務捐款,慈善捐款,20221103,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20221103,,0
349,TWD,3389,休閒娛樂,旅行遊玩,20221105,信用卡,,,,富邦,,581d84f5f826466799491667285f36da,910,
350,TWD,3800,休閒娛樂,旅行遊玩,20221105,信用卡,,,,富邦,,44a8c141a42f460681dd006f8926a220,911,
351,TWD,1146,餐飲食品,食材,20221106,信用卡,,,,永豐,,c3026b4298334fde9ca5b44961adf4b0,1647,
352,TWD,1000,稅務捐款,慈善捐款,20221107,信用卡,,,,富邦,,2e4d2cf4c794449baf161b4f169f0644,1156,
353,TWD,24000,醫療保健,保險,20221109,信用卡,,,,富邦,,0377317b23af44dcb08d94c385fdc782,1208,
354,TWD,12962,餐飲食品,晚餐,20221109,信用卡,,,,永豐,,f0b126e8f3254c38a7bdced88ecff7eb,2138,
355,TWD,10000,餐飲食品,cash,20221112,現金,,,,,,67d3476dc47e42d19a07074a24d6e0b2,1815,
356,TWD,100000,餐飲食品,Wife,20221101,現金,,,,,,31dab183fe754633bc643118726cb612,740,
357,TWD,1400,休閒娛樂,旅行遊玩,20221114,信用卡,,,,永豐,,8b12f56514ae4db7b49ce0049b7459a7,739,
358,TWD,1031,餐飲食品,晚餐,20221114,信用卡,,,,永豐,,9cc034114e47471990b00aec743bd725,739,
359,TWD,888,餐飲食品,食材,20221114,信用卡,,,,Costco,,51a8e0ea5efd43d09753ac8637906d6e,1503,
360,TWD,3300,居家生活,網路硬蝶,20221115,信用卡,,,,富邦,,90f1b12ec0de4d089c7c42d5c506bf85,654,
361,TWD,21390,3C通訊,電腦商品,20221115,信用卡,,,,永豐,,1d2e4c5984704deb9ec66c67b5c29104,2053,
362,TWD,2390,醫療保健,保險,20221115,信用卡,,,,永豐,,e0d3169657d24d7bb0485f1f9107c375,2054,
363,TWD,1500,稅務捐款,慈善捐款,20221116,信用卡,,,,富邦,,8296a706391a49cd832d13622d7c586f,808,
364,TWD,6678,休閒娛樂,旅行遊玩,20221117,信用卡,,,,永豐,,a557e3547d8e490793f53f74263f0eae,2000,
365,TWD,730,休閒娛樂,旅行遊玩,20221118,信用卡,,,,永豐,,3146a73eaa864ae7a05451301706edd4,1913,
366,TWD,6079,餐飲食品,食材,20221124,信用卡,,,,Costco,,1f2e6c2138514db5a31e1cbee2f61332,2057,
367,TWD,5000,餐飲食品,cash,20221126,現金,,,,,,6a57755628644a8eb9997a49272e005b,908,
368,TWD,1312,汽機車,油錢,20221126,信用卡,,,,永豐,,d406a231ef5248a79a882cbd3cebc9f8,1150,
369,TWD,1895,服飾美容,配件,20221127,信用卡,,,,玉山,,eb2ddf01ce7941269db82a5f584608d4,2016,
370,TWD,30000,稅務捐款,慈善捐款,20221127,信用卡,,法鼓山水陸法會,,永豐,法鼓山,9d3a95c1c8034a1991de0ae7e4b338e9,2245,
371,TWD,4358,居家生活,電費,20221128,信用卡,,,,玉山,,086bfefa96174bae845f71838594bd45,2211,
372,TWD,100000,餐飲食品,Wife,20221201,現金,,,,,,91651afb7ad24e3e974d388bca595092,1027,
373,TWD,1500,稅務捐款,慈善捐款,20221202,信用卡,,,,富邦,,31f02ab9102544f3a3a6cdc8eb952a35,656,
374,TWD,39094,休閒娛樂,旅行遊玩,20221202,信用卡,,,,永豐,,9a6dbfb751914b0d9ed24db85714aa96,2054,
375,TWD,1500,稅務捐款,慈善捐款,20221203,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20221203,,0
376,TWD,459,居家生活,水費,20221203,信用卡,,,,玉山,,4f1b0a90312340b19d04c0ad67653933,745,
377,TWD,2790,餐飲食品,晚餐,20221203,信用卡,,,,永豐,,7b8550d269d74c0997f9c0520a29979b,1843,
378,TWD,1582,餐飲食品,午餐,20221204,信用卡,,,,永豐,,b1081bd22f39468a9670e14d288019d0,1424,
379,TWD,1666,服飾美容,上衣,20221204,信用卡,,,,永豐,,e2f2d56859c4460eb8867bb3d3c8001b,1438,
380,TWD,1000,稅務捐款,慈善捐款,20221205,信用卡,,,,富邦,,b08a0f42e8ea45ed83db53d625d2f65e,1152,
381,TWD,10000,餐飲食品,cash,20221208,現金,,,,,,5d049d42aa1c4ab39d6e30c93f0d1cc9,2301,
382,TWD,2411,餐飲食品,點心零嘴,20221209,信用卡,,,,Costco,,bf1db2e4b74b45c886ce9f81144656fb,11,
383,TWD,950,餐飲食品,晚餐,20221213,信用卡,,,,永豐,,15a5938111b645ceb9883536e307f414,2238,
384,TWD,1509,圖書刊物,書籍,20221214,信用卡,,,,永豐,,53e32f0860224ff4a84e52ad613d593e,2053,
385,TWD,1500,稅務捐款,慈善捐款,20221216,信用卡,,,,富邦,,41d2ff6fe33a48e4a39963769ffc5984,1155,
386,TWD,1800,餐飲食品,食材,20221217,信用卡,,,,富邦,,d3952b3dd55f4955983800cbcec7b18a,953,
387,TWD,1416,汽機車,油錢,20221217,信用卡,,,,永豐,,050c4119598247fc87d7be9f8f8f270d,1341,
388,TWD,1889,餐飲食品,午餐,20221217,信用卡,,,,永豐,,4b6c3c3daa14482891952c4334967f69,1523,
389,TWD,5652,餐飲食品,點心零嘴,20221217,信用卡,,,,Costco,,09c5a1400f204b3b81c639501df2001d,1636,
390,TWD,6066,服飾美容,上衣,20221217,信用卡,,,,永豐,,23d731f3ff5c43718680a49e6a612b3e,1636,
391,TWD,7979,餐飲食品,食材,20221221,信用卡,,,,Costco,,9d67a8b3a7e64357963f21fa945756bc,2048,
392,TWD,3146,餐飲食品,食材,20221225,信用卡,,,,永豐,,9dd8854cc9774d80932c276de5680099,1841,
393,TWD,1192,餐飲食品,晚餐,20221230,信用卡,,,,永豐,,e0b333b9bcaf46938ea4e074252fc534,1953,
394,TWD,11537,服飾美容,上衣,20221231,信用卡,,,,永豐,,d3e10f7d43f84f7095676c62a8e2e4c3,2057,
395,TWD,1500,稅務捐款,慈善捐款,20230103,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230103,1704,0
396,TWD,1429,餐飲食品,午餐,20230102,信用卡,,,,永豐,,782a4a18776f4304a19cf980a246e347,1329,
397,TWD,1771,餐飲食品,食材,20230102,信用卡,,,,永豐,,87f1877838294788a62e0f1ccea093e0,1557,
398,TWD,3100,服飾美容,上衣,20230102,信用卡,,,,,,3e38a8f4fa8948039db7f29533276af8,1557,
399,TWD,2100,服飾美容,上衣,20230102,信用卡,,,,永豐,,45ef1fac3ee749069e8107eeac4844e3,1620,
400,TWD,960,休閒娛樂,旅行遊玩,20230102,信用卡,,SIM card,,永豐,,52e0057fa67d4050b058ca95ebbd37a7,2313,
401,TWD,1783,休閒娛樂,旅行遊玩,20230102,信用卡,,Skylinear,,永豐,,b6276b15756349759417a2d5c7eb6d3f,2314,
402,TWD,100000,餐飲食品,Wife,20230103,現金,,,,,,8ffaeb74100c4938aa0e4a1657ea1f1f,2236,
403,TWD,100000,人情交際,紅包,20230103,現金,,,,,,62fcaa0dbd99424d8017b95ab3ba4a13,2237,
404,TWD,75000,教育學習,補習費,20230103,現金,,,,,,713c1d6f98be4a3da6fb59e377cf7a57,2237,
405,TWD,5000,餐飲食品,cash,20230104,現金,,,,,,6f725c423e0f4485ba4c2a58193fa664,724,
406,TWD,11604,居家生活,管理費,20230104,現金,,,,,,cb8327cc3cee45a49ccb0d179a94ab30,2141,
407,TWD,1500,稅務捐款,慈善捐款,20230105,信用卡,,,,富邦,,7073965ab92149178b0944aa148df757,1145,
408,TWD,770,餐飲食品,午餐,20230107,信用卡,,,,永豐,,dcf8acd9f6534509a941c4c6e8f9af59,1437,
409,TWD,1070,餐飲食品,午餐,20230114,信用卡,,,,永豐,,afb600f8f90c4e56bc865627678befba,1415,
410,TWD,1958,餐飲食品,晚餐,20230114,信用卡,,,,永豐,,ccc57a948fec4c5bb64426220cd0818e,1900,
411,TWD,1500,稅務捐款,慈善捐款,20230116,信用卡,,,,富邦,,f4cd9cde15e04be28b1d29abe66b8815,1312,
412,TWD,2000,稅務捐款,慈善捐款,20230119,信用卡,,,,富邦,,aee98e895b8f448a992c1548b8100ad9,1004,
413,TWD,3945,居家生活,電費,20230119,信用卡,,,,玉山,,9c06088d63d54f679281562b9ab0d298,1748,
414,TWD,6000,稅務捐款,慈善捐款,20230120,信用卡,,,,永豐,,ccbf5fc3969548308a04e9cd921071b5,2259,
415,TWD,1881,休閒娛樂,旅行遊玩,20230122,信用卡,,,,永豐,,465bdecb45b644b39d9e4f7b653a16dd,14,
416,TWD,2277,餐飲食品,午餐,20230122,信用卡,,,,永豐,,8aaff9222bad4fe0aeef37f7132df854,2000,
417,TWD,20000,餐飲食品,cash,20230123,現金,,,,,,35ff0be02b61478593963616cb905ac5,1044,
418,TWD,1006,汽機車,油錢,20230127,信用卡,,,,永豐,,7e9d04f7f696420da108aaa4c5376d44,1014,
419,TWD,1263,汽機車,油錢,20230127,信用卡,,,,永豐,,e557ff69098a4fd19f853d94965f1165,1014,
420,TWD,3680,休閒娛樂,旅行遊玩,20230127,信用卡,,,,永豐,,303795ab92fc438bb4a41a51511fb4b6,1149,
421,TWD,1280,服飾美容,鞋子,20230128,信用卡,,,,永豐,,b921ef4945b841df98f42fac6f5b7d93,1618,
422,TWD,381,居家生活,水費,20230201,信用卡,,,,玉山,,712525e862b943138cd7799a642c8f5b,932,
423,TWD,3068,餐飲食品,晚餐,20230201,信用卡,,,,永豐,,6455fad4c4ac48648fad70a7d9bc12e8,933,
424,TWD,2000,稅務捐款,慈善捐款,20230124,信用卡,,,,永豐,,2b1448950c4b419190ef7b94f8abc54a,933,
425,TWD,1500,稅務捐款,慈善捐款,20230203,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230203,1704,0
426,TWD,1125,餐飲食品,午餐,20230204,信用卡,,,,永豐,,3fc09930ce1246f6a8443f7b826e4edc,1543,
427,TWD,19800,汽機車,維修保養,20230204,現金,,,,,,c48ffc9c3cf24d668f1543e4dcfe17c5,1543,
428,TWD,9149,餐飲食品,食材,20230204,信用卡,,,,Costco,,6fc6a2385369495ab79f1fe59182d7df,1629,
429,TWD,1000,稅務捐款,慈善捐款,20230206,信用卡,,,,富邦,,b8cb3cd638d44ffca458f045d680a5b7,1052,
430,TWD,1444,餐飲食品,晚餐,20230208,信用卡,,,,永豐,,9d075a78ad26471588f7c91f4533d3f4,2140,
431,TWD,117000,稅務捐款,慈善捐款,20230211,信用卡,,,,永豐,,f468a17f4e0c4cf1903dd8d5fa2f757f,1718,
432,TWD,5000,餐飲食品,cash,20230212,現金,,,,,,d9a260d7da86459b9059d1d286b255dc,923,
433,TWD,1150,餐飲食品,午餐,20230212,信用卡,,,,永豐,,898cc26a7b19412a9c056b7d6dde297c,1139,
434,TWD,1529,汽機車,油錢,20230212,信用卡,,,,永豐,,d6b43573c2f9455aaaba59767edfaa83,2009,
435,TWD,10000,教育學習,學雜費,20230214,現金,,,,,,bded6766a51e4ddfb0e282b54bb25b4a,2352,
436,TWD,1500,稅務捐款,慈善捐款,20230217,信用卡,,,,富邦,,075731eb93fb431a870e913177522fb1,1541,
437,TWD,100000,餐飲食品,Wife,20230218,現金,,,,,,e50987a4b1a2474b9f47b6943b11447b,852,
438,TWD,5668,汽機車,維修保養,20230218,信用卡,,,,永豐,,8d57f09f27e245a0a88d232363d188fd,1017,
